edad_agrup,n_edu,sexo,localidad,af,cfk,fe,mm,hrl,fm,jm,lc,tf,afi,vc,fa,ms,fas,ds
Entre 16 y 24 años,Secundaria COMPLETA,Hombre,González Catán,Positiva,Regular negativa,Positiva,Muy negativa,Muy negativa,Negativa,Negativa,Negativa,No lo conozco,No lo conozco,Regular negativa,Regular negativa,Regular positiva,Negativa,Regular positiva
Entre 35 y 54 años,Terciario COMPLETO,Mujer,González Catán,Muy positiva,Muy positiva,Regular positiva,Muy negativa,Muy negativa,Positiva,Muy negativa,Negativa,No lo conozco,No lo conozco,Negativa,No la conozco,Regular positiva,No lo conozco,Regular positiva
55 años o más,Universitario INCOMPLETO,Hombre,Ramos Mejía,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy positiva,Muy positiva,Negativa,Negativa,No lo conozco,Muy positiva,Regular positiva,Negativa,Negativa,Muy negativa
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Virrey del Pino,Regular positiva,Regular positiva,Regular positiva,Muy negativa,Regular positiva,Regular negativa,Negativa,Negativa,Negativa,Regular negativa,Muy negativa,Negativa,Muy negativa,Regular negativa,Regular positiva
Entre 35 y 54 años,Terciario INCOMPLETO,Mujer,Isidro Casanova,Regular negativa,Positiva,Regular positiva,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Muy negativa,Negativa,Negativa,Muy negativa,Regular positiva
Entre 16 y 24 años,Secundaria INCOMPLETA,Mujer,Isidro Casanova,Regular positiva,Regular positiva,Regular negativa,Muy negativa,Muy negativa,Negativa,Muy negativa,Negativa,No lo conozco,No lo conozco,Muy negativa,No la conozco,Regular negativa,No lo conozco,Regular positiva
55 años o más,Universitario COMPLETO,Mujer,González Catán,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Positiva,Positiva,Regular negativa,Negativa,Regular positiva,Negativa,Negativa,Negativa,Regular negativa,Negativa,Muy negativa
Entre 25 y 34 años,Secundaria COMPLETA,Hombre,Ramos Mejía,Muy negativa,Muy negativa,Muy negativa,Negativa,Regular positiva,Positiva,Regular positiva,Negativa,Negativa,Muy negativa,Positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa
Entre 35 y 54 años,Terciario COMPLETO,Mujer,San Justo,Regular negativa,Muy negativa,Muy negativa,Regular negativa,Positiva,Regular positiva,Regular positiva,Negativa,Regular negativa,Regular positiva,Negativa,Negativa,No lo conozco,No lo conozco,Regular negativa
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Villa Madero,Regular positiva,Negativa,Regular positiva,Regular positiva,Positiva,Regular negativa,Muy negativa,Negativa,Regular negativa,Negativa,Muy negativa,Regular positiva,Regular positiva,Regular positiva,Negativa
Entre 35 y 54 años,Universitario INCOMPLETO,Mujer,González Catán,Regular positiva,Regular positiva,Regular negativa,Negativa,Regular positiva,Regular negativa,Negativa,Negativa,No lo conozco,Regular negativa,Negativa,Regular negativa,Negativa,Negativa,Negativa
Entre 25 y 34 años,Secundaria COMPLETA,Mujer,González Catán,Regular positiva,Positiva,Muy negativa,Muy negativa,Muy negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,No lo conozco,Regular negativa
Entre 35 y 54 años,Universitario COMPLETO,Mujer,Villa Madero,Regular positiva,Positiva,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,Negativa,Muy negativa,Muy negativa,No la conozco,Regular negativa,No lo conozco,Regular negativa
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,González Catán,Regular negativa,Positiva,Regular negativa,Muy negativa,Muy negativa,Negativa,Negativa,Negativa,Negativa,Regular negativa,Muy negativa,Regular negativa,Regular negativa,Negativa,Negativa
Entre 35 y 54 años,Secundaria INCOMPLETA,Mujer,Isidro Casanova,Positiva,Positiva,Muy negativa,Negativa,Positiva,Negativa,Negativa,Negativa,No lo conozco,No lo conozco,Muy negativa,Positiva,No lo conozco,No lo conozco,Regular positiva
Entre 35 y 54 años,Universitario INCOMPLETO,Hombre,San Justo,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Positiva,Negativa,Muy negativa,Muy negativa,Negativa,No lo conozco,No lo conozco
Entre 16 y 24 años,Terciario INCOMPLETO,Mujer,San Justo,Muy negativa,Muy negativa,Regular positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,Negativa,Negativa,Negativa,Muy negativa,Regular negativa,Regular negativa,Regular negativa
Entre 16 y 24 años,Secundaria COMPLETA,Hombre,Isidro Casanova,Regular negativa,Regular negativa,Muy negativa,Muy negativa,Regular positiva,Negativa,Muy negativa,Negativa,Negativa,Regular negativa,Muy negativa,Regular negativa,Regular negativa,Negativa,Muy negativa
Entre 25 y 34 años,Secundaria COMPLETA,Mujer,Rafael Castillo,Regular negativa,Negativa,Negativa,Regular negativa,Regular negativa,Regular positiva,Regular positiva,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa
Entre 35 y 54 años,Terciario COMPLETO,Mujer,Isidro Casanova,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Muy positiva,Negativa,Negativa,Negativa,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Muy negativa
Entre 16 y 24 años,Secundaria INCOMPLETA,Mujer,Ramos Mejía,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy positiva,Positiva,Muy positiva,Negativa,No lo conozco,Regular negativa,Positiva,Regular positiva,No lo conozco,Negativa,Regular negativa
55 años o más,Universitario COMPLETO,Hombre,Virrey del Pino,Regular negativa,Positiva,Negativa,Muy negativa,Regular negativa,Regular negativa,Muy negativa,Negativa,Negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Regular negativa,Regular positiva
Entre 35 y 54 años,Terciario INCOMPLETO,Mujer,Virrey del Pino,Positiva,Positiva,Regular positiva,Regular negativa,Regular positiva,Positiva,Negativa,Negativa,Negativa,Negativa,Muy negativa,Negativa,Regular negativa,Regular negativa,Regular positiva
Entre 35 y 54 años,Secundaria COMPLETA,Hombre,Isidro Casanova,Negativa,Regular negativa,Negativa,Muy negativa,Regular negativa,Negativa,Negativa,Negativa,Negativa,Regular negativa,Negativa,Regular negativa,Regular negativa,Negativa,Regular negativa
Entre 16 y 24 años,Terciario INCOMPLETO,Mujer,Laferrere,Muy negativa,Muy negativa,Muy negativa,Negativa,Regular positiva,Regular negativa,Muy negativa,Negativa,Negativa,Negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,Muy negativa
Entre 35 y 54 años,Terciario COMPLETO,Mujer,Laferrere,Regular negativa,Negativa,Regular negativa,Muy negativa,Regular negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Regular positiva,Negativa,Negativa,Negativa,Negativa
Entre 35 y 54 años,Primaria COMPLETA,Mujer,Isidro Casanova,Muy positiva,Muy positiva,Muy negativa,Muy negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa
55 años o más,Primaria COMPLETA,Mujer,Laferrere,Positiva,Positiva,Muy negativa,Muy negativa,Muy negativa,No lo conozco,Negativa,Negativa,No lo conozco,Negativa,Muy negativa,Positiva,Muy positiva,Regular positiva,Positiva
Entre 35 y 54 años,Universitario INCOMPLETO,Mujer,Ciudad Evita,Negativa,Negativa,Negativa,Regular negativa,Negativa,Regular negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa,Negativa
Entre 25 y 34 años,Secundaria COMPLETA,Mujer,La Tablada,Muy positiva,Muy positiva,Muy positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Positiva
Entre 35 y 54 años,Universitario INCOMPLETO,Mujer,San Justo,Regular positiva,Positiva,Negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Regular positiva
55 años o más,Terciario INCOMPLETO,Mujer,Tapiales,Regular positiva,Muy positiva,Muy positiva,Muy negativa,Muy negativa,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Muy negativa,No la conozco,Regular negativa,Muy negativa,Positiva
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Aldo Bonzi,Positiva,Muy positiva,Positiva,Muy negativa,Muy negativa,No lo conozco,Muy negativa,Muy negativa,No lo conozco,No lo conozco,Muy negativa,No la conozco,Muy negativa,No lo conozco,Positiva
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Isidro Casanova,Muy negativa,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Muy negativa,Muy negativa,Negativa
Entre 35 y 54 años,Secundaria COMPLETA,Hombre,Ciudad Evita,Negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Regular positiva,Regular negativa,Muy negativa,Muy negativa,Negativa,Regular negativa,Negativa,Regular positiva,Negativa,Muy negativa
Entre 35 y 54 años,Terciario COMPLETO,Mujer,Ramos Mejía,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Positiva,Positiva,Regular positiva,No lo conozco,Muy negativa
Entre 16 y 24 años,Universitario INCOMPLETO,Mujer,Virrey del Pino,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Regular positiva,Regular negativa,Regular positiva,Muy negativa,No lo conozco,No lo conozco,Regular negativa,Regular negativa,Negativa,Negativa,Muy negativa
Entre 16 y 24 años,Secundaria COMPLETA,Hombre,Isidro Casanova,Muy negativa,Muy negativa,No lo conozco,Muy positiva,Muy positiva,Positiva,Positiva,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,González Catán,Positiva,Muy positiva,Negativa,Muy negativa,Regular positiva,Regular positiva,Muy negativa,Muy negativa,Negativa,No lo conozco,Muy negativa,Negativa,No lo conozco,No lo conozco,Regular positiva
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,González Catán,Regular positiva,Positiva,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Regular negativa
55 años o más,Secundaria COMPLETA,Hombre,Rafael Castillo,Positiva,Muy positiva,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,Positiva
Entre 25 y 34 años,Secundaria INCOMPLETA,Mujer,Virrey del Pino,Positiva,Muy positiva,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,Negativa,Regular negativa,Negativa,Regular negativa,Regular positiva
55 años o más,Primaria INCOMPLETA,Mujer,Isidro Casanova,Regular positiva,Regular positiva,Regular positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,Negativa,Negativa,Regular negativa
55 años o más,Secundaria INCOMPLETA,Mujer,Rafael Castillo,Positiva,Muy positiva,Muy positiva,Muy negativa,Negativa,Negativa,Negativa,Muy negativa,Regular negativa,Negativa,Muy negativa,Regular negativa,Regular positiva,Negativa,Positiva
55 años o más,Posgrado y más,Hombre,Laferrere,Regular positiva,Positiva,Positiva,Muy negativa,Muy negativa,Regular positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Negativa,Muy positiva
Entre 35 y 54 años,Secundaria COMPLETA,Hombre,Villa Luzuriaga,Positiva,Muy positiva,Muy positiva,Muy negativa,Muy negativa,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular positiva
Entre 35 y 54 años,Secundaria COMPLETA,Hombre,Isidro Casanova,Muy positiva,Muy positiva,Muy positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Negativa,Negativa,Negativa
Entre 35 y 54 años,Terciario COMPLETO,Mujer,González Catán,Regular positiva,Positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,No lo conozco,Negativa
Entre 25 y 34 años,Terciario COMPLETO,Hombre,Villa Luzuriaga,Regular positiva,Muy positiva,Regular positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,Regular positiva
Entre 25 y 34 años,Terciario COMPLETO,Hombre,Isidro Casanova,Regular negativa,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,No lo conozco,Muy negativa
Entre 35 y 54 años,Primaria INCOMPLETA,Hombre,González Catán,Muy negativa,Positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Muy negativa,Muy negativa,No la conozco,Regular negativa,Muy negativa,Muy negativa
Entre 16 y 24 años,Universitario INCOMPLETO,Mujer,Ramos Mejía,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa
Entre 16 y 24 años,Terciario INCOMPLETO,Mujer,Villa Luzuriaga,Regular negativa,Regular positiva,Regular negativa,Muy negativa,Muy negativa,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,Negativa,Regular negativa,Regular negativa
Entre 35 y 54 años,Secundaria INCOMPLETA,Hombre,La Tablada,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Regular positiva,Negativa,Regular positiva,Muy negativa,Negativa,Negativa,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa
Entre 25 y 34 años,Secundaria COMPLETA,Mujer,González Catán,No lo conozco,Muy positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Positiva,Regular positiva,Regular negativa
Entre 35 y 54 años,Secundaria COMPLETA,Hombre,Villa Luzuriaga,Negativa,Negativa,Positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa
55 años o más,Universitario COMPLETO,Hombre,Lomas del Mirador,Regular positiva,Muy positiva,Positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular positiva
Entre 35 y 54 años,Terciario COMPLETO,Mujer,Lomas del Mirador,Regular negativa,Regular positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Muy negativa
Entre 16 y 24 años,Terciario COMPLETO,Mujer,González Catán,Regular positiva,Muy positiva,Negativa,Muy negativa,Positiva,No lo conozco,No lo conozco,Muy negativa,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Regular positiva
Entre 35 y 54 años,Terciario COMPLETO,Hombre,San Justo,Muy negativa,Muy negativa,Muy negativa,Negativa,Regular positiva,Regular positiva,No lo conozco,Muy negativa,No lo conozco,Muy negativa,Regular positiva,No la conozco,Regular negativa,No lo conozco,Regular negativa
Entre 25 y 34 años,Secundaria COMPLETA,Mujer,Laferrere,Regular negativa,Regular positiva,Regular positiva,Negativa,Regular negativa,Regular negativa,Regular positiva,Muy negativa,No lo conozco,No lo conozco,Negativa,No la conozco,Regular negativa,No lo conozco,Regular negativa
Entre 25 y 34 años,Secundaria COMPLETA,Mujer,González Catán,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Ciudad Evita,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa
Entre 16 y 24 años,Primaria COMPLETA,Hombre,Isidro Casanova,Muy negativa,Muy negativa,Regular negativa,Regular negativa,Regular positiva,Negativa,Positiva,Muy negativa,Negativa,Regular negativa,Regular positiva,Regular negativa,Muy negativa,Negativa,Muy negativa
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Isidro Casanova,Regular positiva,Positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,No lo conozco,Muy negativa,No la conozco,Muy negativa,Regular negativa,Muy negativa
Entre 35 y 54 años,Secundaria COMPLETA,Hombre,San Justo,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Positiva,Positiva,Positiva,Muy negativa,Muy negativa,Muy negativa,Negativa,Muy negativa,Muy negativa,No lo conozco,Muy negativa
Entre 25 y 34 años,Terciario INCOMPLETO,Mujer,Isidro Casanova,Regular positiva,Muy positiva,Regular positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Positiva,Regular negativa,Regular positiva,Positiva
Entre 35 y 54 años,Terciario COMPLETO,Hombre,La Tablada,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Muy positiva,Muy negativa,Muy positiva,Muy negativa,Muy negativa,Muy negativa,Positiva,Positiva,Muy negativa,Muy negativa,Muy negativa
Entre 35 y 54 años,Universitario INCOMPLETO,Mujer,Isidro Casanova,Positiva,Muy positiva,Muy positiva,Muy negativa,Muy negativa,Negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,Muy positiva
